"SeaWEED.ID","Source","Sample_size_n_farms","study_id","Country.x","iso3c.x","Common.Name","Scientific.Name","clean_sci_name","Production_system_group","Intensity","Product","Yield_m2_per_t","Grow_out_period_days","FCR","Feed_type","feed_soy_new","feed_crops_new","feed_fmfo_new","feed_animal_new","Electricity_kwh","Diesel_L","Petrol_L","NaturalGas_L","data_type.x","isscaap_group","taxa_group_name","taxa","n_in_sci","rowname",".row","electric",".lower",".upper",".width",".point",".interval","Country.y","iso3c.y","data_type.y"
196,"Henriksson et al. 2015",99,139,"China","CHN","Whiteleg shrimp","Litopenaeus vannamei","Litopenaeus vannamei","Ponds","Semi-intensive","1 tonne Peeled tail-on",784,146,1.32,"Compound",0.286969868163843,0.311967243439439,0.400957899420561,0.000104988976157503,4340,38,1.3,0,"raw","Shrimps, prawns","Shrimps, prawns","shrimp",53,"279",NA,4340,NA,NA,NA,NA,NA,"China","CHN","data"
196,"Henriksson et al. 2015",99,140,"China","CHN","Whiteleg shrimp","Litopenaeus vannamei","Litopenaeus vannamei","Ponds","Semi-intensive","1 tonne Peeled tail-on",784,146,1.32,"Compound",0.286969868163843,0.311967243439439,0.400957899420561,0.000104988976157503,4340,38,1.3,0,"raw","Shrimps, prawns","Shrimps, prawns","shrimp",53,"280",NA,4340,NA,NA,NA,NA,NA,"China","CHN","data"
197,"Henriksson et al. 2015",104,141,"Thailand","THA","Whiteleg shrimp","Litopenaeus vannamei","Litopenaeus vannamei","Ponds","Intensive","1 tonne Peeled tail-on",261,119,1.48,"Compound",0.269,0.423,0.288,0.02,3917,310,0.5,12.936,"raw","Shrimps, prawns","Shrimps, prawns","shrimp",53,"239",NA,3917,NA,NA,NA,NA,NA,"Thailand","THA","data"
197,"Henriksson et al. 2015",104,142,"Thailand","THA","Whiteleg shrimp","Litopenaeus vannamei","Litopenaeus vannamei","Ponds","Intensive","1 tonne Peeled tail-on",261,119,1.48,"Compound",0.269,0.423,0.288,0.02,3917,310,0.5,12.936,"raw","Shrimps, prawns","Shrimps, prawns","shrimp",53,"240",NA,3917,NA,NA,NA,NA,NA,"Thailand","THA","data"
197,"Henriksson et al. 2015",104,143,"Thailand","THA","Whiteleg shrimp","Litopenaeus vannamei","Litopenaeus vannamei","Ponds","Intensive","1 tonne Peeled tail-on",261,119,1.48,"Compound",0.269,0.423,0.288,0.02,3917,310,0.5,12.936,"raw","Shrimps, prawns","Shrimps, prawns","shrimp",53,"241",NA,3917,NA,NA,NA,NA,NA,"Thailand","THA","data"
197,"Henriksson et al. 2015",104,144,"Thailand","THA","Whiteleg shrimp","Litopenaeus vannamei","Litopenaeus vannamei","Ponds","Intensive","1 tonne Peeled tail-on",261,119,1.48,"Compound",0.269,0.423,0.288,0.02,3917,310,0.5,12.936,"raw","Shrimps, prawns","Shrimps, prawns","shrimp",53,"242",NA,3917,NA,NA,NA,NA,NA,"Thailand","THA","data"
197,"Henriksson et al. 2015",104,145,"Thailand","THA","Whiteleg shrimp","Litopenaeus vannamei","Litopenaeus vannamei","Ponds","Intensive","1 tonne Peeled tail-on",261,119,1.48,"Compound",0.269,0.423,0.288,0.02,3917,310,0.5,12.936,"raw","Shrimps, prawns","Shrimps, prawns","shrimp",53,"243",NA,3917,NA,NA,NA,NA,NA,"Thailand","THA","data"
197,"Henriksson et al. 2015",104,146,"Thailand","THA","Whiteleg shrimp","Litopenaeus vannamei","Litopenaeus vannamei","Ponds","Intensive","1 tonne Peeled tail-on",261,119,1.48,"Compound",0.269,0.423,0.288,0.02,3917,310,0.5,12.936,"raw","Shrimps, prawns","Shrimps, prawns","shrimp",53,"244",NA,3917,NA,NA,NA,NA,NA,"Thailand","THA","data"
197,"Henriksson et al. 2015",104,147,"Thailand","THA","Whiteleg shrimp","Litopenaeus vannamei","Litopenaeus vannamei","Ponds","Intensive","1 tonne Peeled tail-on",261,119,1.48,"Compound",0.269,0.423,0.288,0.02,3917,310,0.5,12.936,"raw","Shrimps, prawns","Shrimps, prawns","shrimp",53,"245",NA,3917,NA,NA,NA,NA,NA,"Thailand","THA","data"
197,"Henriksson et al. 2015",104,148,"Thailand","THA","Whiteleg shrimp","Litopenaeus vannamei","Litopenaeus vannamei","Ponds","Intensive","1 tonne Peeled tail-on",261,119,1.48,"Compound",0.269,0.423,0.288,0.02,3917,310,0.5,12.936,"raw","Shrimps, prawns","Shrimps, prawns","shrimp",53,"246",NA,3917,NA,NA,NA,NA,NA,"Thailand","THA","data"
197,"Henriksson et al. 2015",104,149,"Thailand","THA","Whiteleg shrimp","Litopenaeus vannamei","Litopenaeus vannamei","Ponds","Intensive","1 tonne Peeled tail-on",261,119,1.48,"Compound",0.269,0.423,0.288,0.02,3917,310,0.5,12.936,"raw","Shrimps, prawns","Shrimps, prawns","shrimp",53,"247",NA,3917,NA,NA,NA,NA,NA,"Thailand","THA","data"
197,"Henriksson et al. 2015",104,150,"Thailand","THA","Whiteleg shrimp","Litopenaeus vannamei","Litopenaeus vannamei","Ponds","Intensive","1 tonne Peeled tail-on",261,119,1.48,"Compound",0.269,0.423,0.288,0.02,3917,310,0.5,12.936,"raw","Shrimps, prawns","Shrimps, prawns","shrimp",53,"248",NA,3917,NA,NA,NA,NA,NA,"Thailand","THA","data"
198,"Henriksson et al. 2015",77,151,"Thailand","THA","Whiteleg shrimp","Litopenaeus vannamei","Litopenaeus vannamei","Ponds","Intensive","1 tonne Peeled tail-on",266,130,1.49,"Compound",0.269,0.423,0.288,0.02,1163,32,0.4,940.8,"raw","Shrimps, prawns","Shrimps, prawns","shrimp",53,"249",NA,1163,NA,NA,NA,NA,NA,"Thailand","THA","data"
198,"Henriksson et al. 2015",77,152,"Thailand","THA","Whiteleg shrimp","Litopenaeus vannamei","Litopenaeus vannamei","Ponds","Intensive","1 tonne Peeled tail-on",266,130,1.49,"Compound",0.269,0.423,0.288,0.02,1163,32,0.4,940.8,"raw","Shrimps, prawns","Shrimps, prawns","shrimp",53,"250",NA,1163,NA,NA,NA,NA,NA,"Thailand","THA","data"
198,"Henriksson et al. 2015",77,153,"Thailand","THA","Whiteleg shrimp","Litopenaeus vannamei","Litopenaeus vannamei","Ponds","Intensive","1 tonne Peeled tail-on",266,130,1.49,"Compound",0.269,0.423,0.288,0.02,1163,32,0.4,940.8,"raw","Shrimps, prawns","Shrimps, prawns","shrimp",53,"251",NA,1163,NA,NA,NA,NA,NA,"Thailand","THA","data"
198,"Henriksson et al. 2015",77,154,"Thailand","THA","Whiteleg shrimp","Litopenaeus vannamei","Litopenaeus vannamei","Ponds","Intensive","1 tonne Peeled tail-on",266,130,1.49,"Compound",0.269,0.423,0.288,0.02,1163,32,0.4,940.8,"raw","Shrimps, prawns","Shrimps, prawns","shrimp",53,"252",NA,1163,NA,NA,NA,NA,NA,"Thailand","THA","data"
198,"Henriksson et al. 2015",77,155,"Thailand","THA","Whiteleg shrimp","Litopenaeus vannamei","Litopenaeus vannamei","Ponds","Intensive","1 tonne Peeled tail-on",266,130,1.49,"Compound",0.269,0.423,0.288,0.02,1163,32,0.4,940.8,"raw","Shrimps, prawns","Shrimps, prawns","shrimp",53,"253",NA,1163,NA,NA,NA,NA,NA,"Thailand","THA","data"
198,"Henriksson et al. 2015",77,156,"Thailand","THA","Whiteleg shrimp","Litopenaeus vannamei","Litopenaeus vannamei","Ponds","Intensive","1 tonne Peeled tail-on",266,130,1.49,"Compound",0.269,0.423,0.288,0.02,1163,32,0.4,940.8,"raw","Shrimps, prawns","Shrimps, prawns","shrimp",53,"254",NA,1163,NA,NA,NA,NA,NA,"Thailand","THA","data"
198,"Henriksson et al. 2015",77,157,"Thailand","THA","Whiteleg shrimp","Litopenaeus vannamei","Litopenaeus vannamei","Ponds","Intensive","1 tonne Peeled tail-on",266,130,1.49,"Compound",0.269,0.423,0.288,0.02,1163,32,0.4,940.8,"raw","Shrimps, prawns","Shrimps, prawns","shrimp",53,"255",NA,1163,NA,NA,NA,NA,NA,"Thailand","THA","data"
198,"Henriksson et al. 2015",77,158,"Thailand","THA","Whiteleg shrimp","Litopenaeus vannamei","Litopenaeus vannamei","Ponds","Intensive","1 tonne Peeled tail-on",266,130,1.49,"Compound",0.269,0.423,0.288,0.02,1163,32,0.4,940.8,"raw","Shrimps, prawns","Shrimps, prawns","shrimp",53,"256",NA,1163,NA,NA,NA,NA,NA,"Thailand","THA","data"
198,"Henriksson et al. 2015",77,159,"Thailand","THA","Whiteleg shrimp","Litopenaeus vannamei","Litopenaeus vannamei","Ponds","Intensive","1 tonne Peeled tail-on",266,130,1.49,"Compound",0.269,0.423,0.288,0.02,1163,32,0.4,940.8,"raw","Shrimps, prawns","Shrimps, prawns","shrimp",53,"257",NA,1163,NA,NA,NA,NA,NA,"Thailand","THA","data"
199,"Henriksson et al. 2015",30,160,"Vietnam","VNM","Whiteleg shrimp","Litopenaeus vannamei","Litopenaeus vannamei","Ponds","Intensive","1 tonne Peeled tail-on",513,121.6666667,1.25,"Compound",0.278,0.328,0.285,0.109,264,385,0,0,"raw","Shrimps, prawns","Shrimps, prawns","shrimp",53,"258",NA,264,NA,NA,NA,NA,NA,"Vietnam","VNM","data"
199,"Henriksson et al. 2015",30,161,"Vietnam","VNM","Whiteleg shrimp","Litopenaeus vannamei","Litopenaeus vannamei","Ponds","Intensive","1 tonne Peeled tail-on",513,121.6666667,1.25,"Compound",0.278,0.328,0.285,0.109,264,385,0,0,"raw","Shrimps, prawns","Shrimps, prawns","shrimp",53,"259",NA,264,NA,NA,NA,NA,NA,"Vietnam","VNM","data"
199,"Henriksson et al. 2015",30,162,"Vietnam","VNM","Whiteleg shrimp","Litopenaeus vannamei","Litopenaeus vannamei","Ponds","Intensive","1 tonne Peeled tail-on",513,121.6666667,1.25,"Compound",0.278,0.328,0.285,0.109,264,385,0,0,"raw","Shrimps, prawns","Shrimps, prawns","shrimp",53,"260",NA,264,NA,NA,NA,NA,NA,"Vietnam","VNM","data"
199,"Henriksson et al. 2015",30,163,"Vietnam","VNM","Whiteleg shrimp","Litopenaeus vannamei","Litopenaeus vannamei","Ponds","Intensive","1 tonne Peeled tail-on",513,121.6666667,1.25,"Compound",0.278,0.328,0.285,0.109,264,385,0,0,"raw","Shrimps, prawns","Shrimps, prawns","shrimp",53,"261",NA,264,NA,NA,NA,NA,NA,"Vietnam","VNM","data"
199,"Henriksson et al. 2015",30,164,"Vietnam","VNM","Whiteleg shrimp","Litopenaeus vannamei","Litopenaeus vannamei","Ponds","Intensive","1 tonne Peeled tail-on",513,121.6666667,1.25,"Compound",0.278,0.328,0.285,0.109,264,385,0,0,"raw","Shrimps, prawns","Shrimps, prawns","shrimp",53,"262",NA,264,NA,NA,NA,NA,NA,"Vietnam","VNM","data"
200,"Henriksson et al. 2015",20,165,"Vietnam","VNM","Asian Tiger shrimp","Penaeus monodon","Penaeus monodon","Ponds","Intensive","1 tonne headless shell-on",2010,330,1.59,"Compound",0.278,0.328,0.285,0.109,2480,141,0,0,"raw","Shrimps, prawns","Shrimps, prawns","shrimp",26,"264",NA,2480,NA,NA,NA,NA,NA,"Vietnam","VNM","data"
200,"Henriksson et al. 2015",20,166,"Vietnam","VNM","Asian Tiger shrimp","Penaeus monodon","Penaeus monodon","Ponds","Intensive","1 tonne headless shell-on",2010,330,1.59,"Compound",0.278,0.328,0.285,0.109,2480,141,0,0,"raw","Shrimps, prawns","Shrimps, prawns","shrimp",26,"265",NA,2480,NA,NA,NA,NA,NA,"Vietnam","VNM","data"
200,"Henriksson et al. 2015",20,167,"Vietnam","VNM","Asian Tiger shrimp","Penaeus monodon","Penaeus monodon","Ponds","Intensive","1 tonne headless shell-on",2010,330,1.59,"Compound",0.278,0.328,0.285,0.109,2480,141,0,0,"raw","Shrimps, prawns","Shrimps, prawns","shrimp",26,"266",NA,2480,NA,NA,NA,NA,NA,"Vietnam","VNM","data"
200,"Henriksson et al. 2015",20,168,"Vietnam","VNM","Asian Tiger shrimp","Penaeus monodon","Penaeus monodon","Ponds","Intensive","1 tonne headless shell-on",2010,330,1.59,"Compound",0.278,0.328,0.285,0.109,2480,141,0,0,"raw","Shrimps, prawns","Shrimps, prawns","shrimp",26,"267",NA,2480,NA,NA,NA,NA,NA,"Vietnam","VNM","data"
201,"Henriksson et al. 2015",60,169,"Vietnam","VNM","Asian Tiger shrimp","Penaeus monodon","Penaeus monodon","Ponds","Semi-intensive","1 tonne headless shell-on",2380,185,1.67,"Compound",0.278,0.328,0.285,0.109,845,272,0,0,"raw","Shrimps, prawns","Shrimps, prawns","shrimp",26,"284",NA,845,NA,NA,NA,NA,NA,"Vietnam","VNM","data"
201,"Henriksson et al. 2015",60,170,"Vietnam","VNM","Asian Tiger shrimp","Penaeus monodon","Penaeus monodon","Ponds","Semi-intensive","1 tonne headless shell-on",2380,185,1.67,"Compound",0.278,0.328,0.285,0.109,845,272,0,0,"raw","Shrimps, prawns","Shrimps, prawns","shrimp",26,"285",NA,845,NA,NA,NA,NA,NA,"Vietnam","VNM","data"
201,"Henriksson et al. 2015",60,171,"Vietnam","VNM","Asian Tiger shrimp","Penaeus monodon","Penaeus monodon","Ponds","Semi-intensive","1 tonne headless shell-on",2380,185,1.67,"Compound",0.278,0.328,0.285,0.109,845,272,0,0,"raw","Shrimps, prawns","Shrimps, prawns","shrimp",26,"286",NA,845,NA,NA,NA,NA,NA,"Vietnam","VNM","data"
201,"Henriksson et al. 2015",60,172,"Vietnam","VNM","Asian Tiger shrimp","Penaeus monodon","Penaeus monodon","Ponds","Semi-intensive","1 tonne headless shell-on",2380,185,1.67,"Compound",0.278,0.328,0.285,0.109,845,272,0,0,"raw","Shrimps, prawns","Shrimps, prawns","shrimp",26,"287",NA,845,NA,NA,NA,NA,NA,"Vietnam","VNM","data"
201,"Henriksson et al. 2015",60,173,"Vietnam","VNM","Asian Tiger shrimp","Penaeus monodon","Penaeus monodon","Ponds","Semi-intensive","1 tonne headless shell-on",2380,185,1.67,"Compound",0.278,0.328,0.285,0.109,845,272,0,0,"raw","Shrimps, prawns","Shrimps, prawns","shrimp",26,"288",NA,845,NA,NA,NA,NA,NA,"Vietnam","VNM","data"
201,"Henriksson et al. 2015",60,174,"Vietnam","VNM","Asian Tiger shrimp","Penaeus monodon","Penaeus monodon","Ponds","Semi-intensive","1 tonne headless shell-on",2380,185,1.67,"Compound",0.278,0.328,0.285,0.109,845,272,0,0,"raw","Shrimps, prawns","Shrimps, prawns","shrimp",26,"289",NA,845,NA,NA,NA,NA,NA,"Vietnam","VNM","data"
201,"Henriksson et al. 2015",60,175,"Vietnam","VNM","Asian Tiger shrimp","Penaeus monodon","Penaeus monodon","Ponds","Semi-intensive","1 tonne headless shell-on",2380,185,1.67,"Compound",0.278,0.328,0.285,0.109,845,272,0,0,"raw","Shrimps, prawns","Shrimps, prawns","shrimp",26,"290",NA,845,NA,NA,NA,NA,NA,"Vietnam","VNM","data"
201,"Henriksson et al. 2015",60,176,"Vietnam","VNM","Asian Tiger shrimp","Penaeus monodon","Penaeus monodon","Ponds","Semi-intensive","1 tonne headless shell-on",2380,185,1.67,"Compound",0.278,0.328,0.285,0.109,845,272,0,0,"raw","Shrimps, prawns","Shrimps, prawns","shrimp",26,"291",NA,845,NA,NA,NA,NA,NA,"Vietnam","VNM","data"
202,"Henriksson et al. 2015",65,177,"Bangladesh","BGD","Asian Tiger shrimp and 800 kg carp","Penaeus monodon","Penaeus monodon","Ponds","Imp. extensive","1 tonne live wet-weight",34400,180,0.307734807,"Compound",0.094,0.812,0.0571,0.0369,2.900552486,81.2479688,0,0,"raw","Shrimps, prawns","Shrimps, prawns","shrimp",26,"213",NA,2.900552486,NA,NA,NA,NA,NA,"Bangladesh","BGD","data"
202,"Henriksson et al. 2015",65,178,"Bangladesh","BGD","Asian Tiger shrimp and 800 kg carp","Penaeus monodon","Penaeus monodon","Ponds","Imp. extensive","1 tonne live wet-weight",34400,180,0.307734807,"Compound",0.094,0.812,0.0571,0.0369,2.900552486,81.2479688,0,0,"raw","Shrimps, prawns","Shrimps, prawns","shrimp",26,"214",NA,2.900552486,NA,NA,NA,NA,NA,"Bangladesh","BGD","data"
202,"Henriksson et al. 2015",65,179,"Bangladesh","BGD","Asian Tiger shrimp and 800 kg carp","Penaeus monodon","Penaeus monodon","Ponds","Imp. extensive","1 tonne live wet-weight",34400,180,0.307734807,"Compound",0.094,0.812,0.0571,0.0369,2.900552486,81.2479688,0,0,"raw","Shrimps, prawns","Shrimps, prawns","shrimp",26,"215",NA,2.900552486,NA,NA,NA,NA,NA,"Bangladesh","BGD","data"
202,"Henriksson et al. 2015",65,180,"Bangladesh","BGD","Asian Tiger shrimp and 800 kg carp","Penaeus monodon","Penaeus monodon","Ponds","Imp. extensive","1 tonne live wet-weight",34400,180,0.307734807,"Compound",0.094,0.812,0.0571,0.0369,2.900552486,81.2479688,0,0,"raw","Shrimps, prawns","Shrimps, prawns","shrimp",26,"216",NA,2.900552486,NA,NA,NA,NA,NA,"Bangladesh","BGD","data"
202,"Henriksson et al. 2015",65,181,"Bangladesh","BGD","Asian Tiger shrimp and 800 kg carp","Penaeus monodon","Penaeus monodon","Ponds","Imp. extensive","1 tonne live wet-weight",34400,180,0.307734807,"Compound",0.094,0.812,0.0571,0.0369,2.900552486,81.2479688,0,0,"raw","Shrimps, prawns","Shrimps, prawns","shrimp",26,"217",NA,2.900552486,NA,NA,NA,NA,NA,"Bangladesh","BGD","data"
202,"Henriksson et al. 2015",65,182,"Bangladesh","BGD","Asian Tiger shrimp and 800 kg carp","Penaeus monodon","Penaeus monodon","Ponds","Imp. extensive","1 tonne live wet-weight",34400,180,0.307734807,"Compound",0.094,0.812,0.0571,0.0369,2.900552486,81.2479688,0,0,"raw","Shrimps, prawns","Shrimps, prawns","shrimp",26,"218",NA,2.900552486,NA,NA,NA,NA,NA,"Bangladesh","BGD","data"
202,"Henriksson et al. 2015",65,183,"Bangladesh","BGD","Asian Tiger shrimp and 800 kg carp","Penaeus monodon","Penaeus monodon","Ponds","Imp. extensive","1 tonne live wet-weight",34400,180,0.307734807,"Compound",0.094,0.812,0.0571,0.0369,2.900552486,81.2479688,0,0,"raw","Shrimps, prawns","Shrimps, prawns","shrimp",26,"219",NA,2.900552486,NA,NA,NA,NA,NA,"Bangladesh","BGD","data"
202,"Henriksson et al. 2015",65,184,"Bangladesh","BGD","Asian Tiger shrimp and 800 kg carp","Penaeus monodon","Penaeus monodon","Ponds","Imp. extensive","1 tonne live wet-weight",34400,180,0.307734807,"Compound",0.094,0.812,0.0571,0.0369,2.900552486,81.2479688,0,0,"raw","Shrimps, prawns","Shrimps, prawns","shrimp",26,"220",NA,2.900552486,NA,NA,NA,NA,NA,"Bangladesh","BGD","data"
203,"Henriksson et al. 2015",24,185,"Bangladesh","BGD","Asian Tiger shrimp","Penaeus monodon","Penaeus monodon","Ponds","Imp. extensive","1 tonne live wet-weight",57000,180,1.646653543,"Compound",0.0001999800019998,0.999600039996,9.99900009999e-05,9.99900009999e-05,86.31889764,116.9522927,0,0,"raw","Shrimps, prawns","Shrimps, prawns","shrimp",26,"221",NA,86.31889764,NA,NA,NA,NA,NA,"Bangladesh","BGD","data"
203,"Henriksson et al. 2015",24,186,"Bangladesh","BGD","Asian Tiger shrimp","Penaeus monodon","Penaeus monodon","Ponds","Imp. extensive","1 tonne live wet-weight",57000,180,1.646653543,"Compound",0.0001999800019998,0.999600039996,9.99900009999e-05,9.99900009999e-05,86.31889764,116.9522927,0,0,"raw","Shrimps, prawns","Shrimps, prawns","shrimp",26,"222",NA,86.31889764,NA,NA,NA,NA,NA,"Bangladesh","BGD","data"
203,"Henriksson et al. 2015",24,187,"Bangladesh","BGD","Asian Tiger shrimp","Penaeus monodon","Penaeus monodon","Ponds","Imp. extensive","1 tonne live wet-weight",57000,180,1.646653543,"Compound",0.0001999800019998,0.999600039996,9.99900009999e-05,9.99900009999e-05,86.31889764,116.9522927,0,0,"raw","Shrimps, prawns","Shrimps, prawns","shrimp",26,"223",NA,86.31889764,NA,NA,NA,NA,NA,"Bangladesh","BGD","data"
203,"Henriksson et al. 2015",24,188,"Bangladesh","BGD","Asian Tiger shrimp","Penaeus monodon","Penaeus monodon","Ponds","Imp. extensive","1 tonne live wet-weight",57000,180,1.646653543,"Compound",0.0001999800019998,0.999600039996,9.99900009999e-05,9.99900009999e-05,86.31889764,116.9522927,0,0,"raw","Shrimps, prawns","Shrimps, prawns","shrimp",26,"224",NA,86.31889764,NA,NA,NA,NA,NA,"Bangladesh","BGD","data"
203,"Henriksson et al. 2015",24,189,"Bangladesh","BGD","Asian Tiger shrimp","Penaeus monodon","Penaeus monodon","Ponds","Imp. extensive","1 tonne live wet-weight",57000,180,1.646653543,"Compound",0.0001999800019998,0.999600039996,9.99900009999e-05,9.99900009999e-05,86.31889764,116.9522927,0,0,"raw","Shrimps, prawns","Shrimps, prawns","shrimp",26,"225",NA,86.31889764,NA,NA,NA,NA,NA,"Bangladesh","BGD","data"
206,"Henriksson et al. 2015",29,190,"China","CHN","Tilapia","Oreochromis niloticus","Oreochromis niloticus","Ponds","Semi-intensive","1 tonne fillets",293,NA,1.48,"Compound",0.275971023042581,0.650931652176521,0.0729923358047405,0.000104988976157503,528,1.081730769,0.1,0,"raw","Tilapias and other cichlids","Tilapias and other cichlids","tilapia",50,"326",NA,528,NA,NA,NA,NA,NA,"China","CHN","data"
206,"Henriksson et al. 2015",29,191,"China","CHN","Tilapia","Oreochromis niloticus","Oreochromis niloticus","Ponds","Semi-intensive","1 tonne fillets",293,NA,1.48,"Compound",0.275971023042581,0.650931652176521,0.0729923358047405,0.000104988976157503,528,1.081730769,0.1,0,"raw","Tilapias and other cichlids","Tilapias and other cichlids","tilapia",50,"327",NA,528,NA,NA,NA,NA,NA,"China","CHN","data"
206,"Henriksson et al. 2015",29,192,"China","CHN","Tilapia","Oreochromis niloticus","Oreochromis niloticus","Ponds","Semi-intensive","1 tonne fillets",293,NA,1.48,"Compound",0.275971023042581,0.650931652176521,0.0729923358047405,0.000104988976157503,528,1.081730769,0.1,0,"raw","Tilapias and other cichlids","Tilapias and other cichlids","tilapia",50,"328",NA,528,NA,NA,NA,NA,NA,"China","CHN","data"
206,"Henriksson et al. 2015",29,193,"China","CHN","Tilapia","Oreochromis niloticus","Oreochromis niloticus","Ponds","Semi-intensive","1 tonne fillets",293,NA,1.48,"Compound",0.275971023042581,0.650931652176521,0.0729923358047405,0.000104988976157503,528,1.081730769,0.1,0,"raw","Tilapias and other cichlids","Tilapias and other cichlids","tilapia",50,"329",NA,528,NA,NA,NA,NA,NA,"China","CHN","data"
206,"Henriksson et al. 2015",29,194,"China","CHN","Tilapia","Oreochromis niloticus","Oreochromis niloticus","Ponds","Semi-intensive","1 tonne fillets",293,NA,1.48,"Compound",0.275971023042581,0.650931652176521,0.0729923358047405,0.000104988976157503,528,1.081730769,0.1,0,"raw","Tilapias and other cichlids","Tilapias and other cichlids","tilapia",50,"330",NA,528,NA,NA,NA,NA,NA,"China","CHN","data"
207,"Henriksson et al. 2015",59,195,"China","CHN","Tilapia","Oreochromis niloticus","Oreochromis niloticus","Ponds","Semi-intensive","1 tonne fillets",438.5,NA,1.81,"Compound",0.275971023042581,0.650931652176521,0.0729923358047405,0.000104988976157503,378,1.081730769,0.1,0,"raw","Tilapias and other cichlids","Tilapias and other cichlids","tilapia",50,"331",NA,378,NA,NA,NA,NA,NA,"China","CHN","data"
207,"Henriksson et al. 2015",59,196,"China","CHN","Tilapia","Oreochromis niloticus","Oreochromis niloticus","Ponds","Semi-intensive","1 tonne fillets",438.5,NA,1.81,"Compound",0.275971023042581,0.650931652176521,0.0729923358047405,0.000104988976157503,378,1.081730769,0.1,0,"raw","Tilapias and other cichlids","Tilapias and other cichlids","tilapia",50,"332",NA,378,NA,NA,NA,NA,NA,"China","CHN","data"
207,"Henriksson et al. 2015",59,197,"China","CHN","Tilapia","Oreochromis niloticus","Oreochromis niloticus","Ponds","Semi-intensive","1 tonne fillets",438.5,NA,1.81,"Compound",0.275971023042581,0.650931652176521,0.0729923358047405,0.000104988976157503,378,1.081730769,0.1,0,"raw","Tilapias and other cichlids","Tilapias and other cichlids","tilapia",50,"333",NA,378,NA,NA,NA,NA,NA,"China","CHN","data"
207,"Henriksson et al. 2015",59,198,"China","CHN","Tilapia","Oreochromis niloticus","Oreochromis niloticus","Ponds","Semi-intensive","1 tonne fillets",438.5,NA,1.81,"Compound",0.275971023042581,0.650931652176521,0.0729923358047405,0.000104988976157503,378,1.081730769,0.1,0,"raw","Tilapias and other cichlids","Tilapias and other cichlids","tilapia",50,"334",NA,378,NA,NA,NA,NA,NA,"China","CHN","data"
207,"Henriksson et al. 2015",59,199,"China","CHN","Tilapia","Oreochromis niloticus","Oreochromis niloticus","Ponds","Semi-intensive","1 tonne fillets",438.5,NA,1.81,"Compound",0.275971023042581,0.650931652176521,0.0729923358047405,0.000104988976157503,378,1.081730769,0.1,0,"raw","Tilapias and other cichlids","Tilapias and other cichlids","tilapia",50,"335",NA,378,NA,NA,NA,NA,NA,"China","CHN","data"
207,"Henriksson et al. 2015",59,200,"China","CHN","Tilapia","Oreochromis niloticus","Oreochromis niloticus","Ponds","Semi-intensive","1 tonne fillets",438.5,NA,1.81,"Compound",0.275971023042581,0.650931652176521,0.0729923358047405,0.000104988976157503,378,1.081730769,0.1,0,"raw","Tilapias and other cichlids","Tilapias and other cichlids","tilapia",50,"336",NA,378,NA,NA,NA,NA,NA,"China","CHN","data"
207,"Henriksson et al. 2015",59,201,"China","CHN","Tilapia","Oreochromis niloticus","Oreochromis niloticus","Ponds","Semi-intensive","1 tonne fillets",438.5,NA,1.81,"Compound",0.275971023042581,0.650931652176521,0.0729923358047405,0.000104988976157503,378,1.081730769,0.1,0,"raw","Tilapias and other cichlids","Tilapias and other cichlids","tilapia",50,"337",NA,378,NA,NA,NA,NA,NA,"China","CHN","data"
207,"Henriksson et al. 2015",59,202,"China","CHN","Tilapia","Oreochromis niloticus","Oreochromis niloticus","Ponds","Semi-intensive","1 tonne fillets",438.5,NA,1.81,"Compound",0.275971023042581,0.650931652176521,0.0729923358047405,0.000104988976157503,378,1.081730769,0.1,0,"raw","Tilapias and other cichlids","Tilapias and other cichlids","tilapia",50,"338",NA,378,NA,NA,NA,NA,NA,"China","CHN","data"
208,"Henriksson et al. 2015",7,203,"China","CHN","Tilapia","Oreochromis niloticus","Oreochromis niloticus","Cages & pens","Semi-intensive","1 tonne fillets",318.5,NA,1.66,"Compound",0.275971023042581,0.650931652176521,0.0729923358047405,0.000104988976157503,139,1.081730769,0,0,"raw","Tilapias and other cichlids","Tilapias and other cichlids","tilapia",50,"322",NA,139,NA,NA,NA,NA,NA,"China","CHN","data"
208,"Henriksson et al. 2015",7,204,"China","CHN","Tilapia","Oreochromis niloticus","Oreochromis niloticus","Cages & pens","Semi-intensive","1 tonne fillets",318.5,NA,1.66,"Compound",0.275971023042581,0.650931652176521,0.0729923358047405,0.000104988976157503,139,1.081730769,0,0,"raw","Tilapias and other cichlids","Tilapias and other cichlids","tilapia",50,"323",NA,139,NA,NA,NA,NA,NA,"China","CHN","data"
208,"Henriksson et al. 2015",7,205,"China","CHN","Tilapia","Oreochromis niloticus","Oreochromis niloticus","Cages & pens","Semi-intensive","1 tonne fillets",318.5,NA,1.66,"Compound",0.275971023042581,0.650931652176521,0.0729923358047405,0.000104988976157503,139,1.081730769,0,0,"raw","Tilapias and other cichlids","Tilapias and other cichlids","tilapia",50,"324",NA,139,NA,NA,NA,NA,NA,"China","CHN","data"
